ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
TXN001463,2024-02-03,8668,Cama,Casa e Cozinha,94.21,3
TXN001464,2024-10-27,4981,Fone De Ouvido,Eletrônicos,1332.8,4
TXN001465,2023-11-05,2312,Carregador,Eletrônicos,1998.86,1
TXN001466,2024-09-06,4681,Talheres,Casa e Cozinha,48.09,3
TXN001467,2024-11-13,6138,Caixa De Som,Eletrônicos,1955.49,5
TXN001468,2024-04-04,6804,Halter,Esportes,258.97,1
TXN001469,2023-08-27,1520,Luva De Boxe,Esportes,525.68,4
TXN001470,2023-09-07,9785,Carregador,Eletrônicos,1575.65,3
TXN001471,2023-07-26,7572,Cama,Casa e Cozinha,457.94,2
TXN001472,2024-09-04,4502,Autoajuda,Livros,114.69,1
TXN001473,2024-06-17,5563,Ficção Científica,Livros,133.6,3
TXN001474,2023-12-17,3927,Camiseta,Roupas,213.99,2
TXN001475,2024-12-04,9797,Mochila,Esportes,213.04,2
TXN001476,2024-03-28,5012,Teclado,Eletrônicos,1351.81,2
TXN001477,2023-02-23,6313,Jaqueta,Roupas,407.77,5
TXN001478,2024-07-16,7916,Calça Jeans,Roupas,385.9,4
TXN001479,2023-11-15,7482,Vestido,Roupas,402.95,5
TXN001480,2023-09-12,4470,Aventura,Livros,73.8,2
TXN001481,2023-10-06,6138,Caixa De Som,Eletrônicos,1644.78,2
TXN001482,2024-04-27,8956,Abajur,Casa e Cozinha,104.97,4
TXN001483,2023-01-21,6804,Jogo De Panelas,Casa e Cozinha,440.15,3
TXN001484,2024-09-01,5915,Jaqueta,Roupas,22.76,4
TXN001485,2023-11-10,1035,Biografia,Livros,58.82,4
TXN001486,2023-03-15,4770,Casaco,Roupas,195.9,2
TXN001487,2023-01-05,2679,Garrafa Térmica,Esportes,252.8,4
TXN001488,2024-02-09,4119,Cafeteira,Casa e Cozinha,559.42,5
TXN001489,2023-03-14,8350,Fone De Ouvido,Eletrônicos,807.69,5
TXN001490,2023-06-16,2489,Toalha,Casa e Cozinha,364.47,3
TXN001492,2023-09-10,3927,Liquidificador,Casa e Cozinha,304.87,3
TXN001493,2024-10-08,4811,Meias,Roupas,129.09,2
TXN001494,2023-09-18,2743,Tapete De Yoga,Esportes,67.09,1
TXN001495,2024-10-21,7939,Jogo De Panelas,Casa e Cozinha,486.72,2
TXN001496,2024-03-09,7482,Toalha,Casa e Cozinha,537.89,5
TXN001497,2024-06-29,6804,Corda De Pular,Esportes,381.21,1
TXN001498,2023-04-22,8179,Autoajuda,Livros,77.57,2
TXN001499,2024-02-12,4295,Carregador,Eletrônicos,790.58,1
TXN001500,2023-04-10,6881,Abajur,Casa e Cozinha,692.03,4
TXN001501,2023-06-24,9830,Autoajuda,Livros,85.08,2
TXN001502,2024-05-13,7543,Luva De Boxe,Esportes,300.53,2
TXN001503,2023-07-10,3504,Carregador,Eletrônicos,100.0,2
TXN001504,2023-09-23,8350,Jogo De Panelas,Casa e Cozinha,279.59,2
TXN001505,2023-03-23,8787,Mouse,Eletrônicos,791.38,1
TXN001506,2023-12-17,9279,Halter,Esportes,254.32,1
TXN001507,2023-01-10,2674,Ficção Científica,Livros,93.32,1
TXN001508,2023-04-10,8668,Bola De Futebol,Esportes,331.82,5
TXN001509,2023-09-30,1821,Cortina,Casa e Cozinha,490.25,3
TXN001510,2024-01-15,4750,Programação Em Python,Livros,118.26,4
TXN001511,2024-01-23,4527,História,Livros,124.75,1
TXN001512,2024-04-12,5073,Camiseta,Roupas,364.7,5
TXN001513,2023-10-14,5889,Aventura,Livros,144.0,4
TXN001514,2024-06-11,4006,Camiseta,Roupas,28.75,3
TXN001515,2023-01-18,4510,Caixa De Som,Eletrônicos,431.77,2
TXN001516,2024-09-13,1821,Jogo De Panelas,Casa e Cozinha,15.97,4
TXN001517,2024-11-05,2307,Toalha,Casa e Cozinha,521.51,2
TXN001518,2024-06-16,3584,Bola De Futebol,Esportes,541.37,1
TXN001519,2023-11-05,8508,Talheres,Casa e Cozinha,202.35,1
TXN001520,2024-05-08,8491,Vestido,Roupas,464.98,1
TXN001521,2023-04-19,4872,Carregador,Eletrônicos,167.52,3
TXN001522,2024-01-28,2290,Meias,Roupas,468.53,1
TXN001523,2024-11-12,7216,Tênis De Corrida,Esportes,227.18,3
TXN001524,2023-08-18,9900,Luva De Boxe,Esportes,83.32,4
TXN001526,2023-10-25,5803,Fone De Ouvido,Eletrônicos,550.71,5
TXN001527,2023-07-12,7065,Garrafa Térmica,Esportes,188.8,3
TXN001528,2024-01-25,5956,Smartwatch,Eletrônicos,649.22,5
TXN001529,2023-07-14,8651,Cortina,Casa e Cozinha,644.39,2
TXN001530,2024-06-16,9797,Mouse,Eletrônicos,1101.36,1
TXN001531,2024-04-16,8177,Meias,Roupas,169.43,4
TXN001532,2024-11-27,7396,Meias,Roupas,312.96,1
TXN001533,2024-09-05,8397,Romance,Livros,111.68,5
TXN001534,2024-05-04,5119,Toalha,Casa e Cozinha,225.37,4
TXN001535,2023-03-02,4770,Vestido,Roupas,218.5,2
TXN001536,2024-12-18,6574,Casaco,Roupas,262.9,3
TXN001537,2024-11-06,6155,Mouse,Eletrônicos,403.24,4
TXN001538,2023-12-23,2612,Jogo De Panelas,Casa e Cozinha,548.08,3
TXN001539,2023-10-17,2489,Mochila,Esportes,129.33,3
TXN001540,2024-08-17,5552,Aventura,Livros,85.9,5
TXN001541,2023-05-21,8886,Toalha,Casa e Cozinha,570.15,2
TXN001542,2023-08-12,1771,Caixa De Som,Eletrônicos,258.41,5
TXN001543,2023-04-15,1525,Abajur,Casa e Cozinha,458.18,2
TXN001544,2023-02-27,4733,Aventura,Livros,49.64,1
TXN001545,2023-05-01,1651,Biografia,Livros,145.0,4
TXN001546,2023-09-08,4257,Tablet,Eletrônicos,992.91,3
TXN001547,2024-12-05,3287,Jogo De Panelas,Casa e Cozinha,646.73,4
TXN001548,2023-10-09,4502,Ficção Científica,Livros,89.28,1
TXN001549,2023-05-05,9238,Halter,Esportes,49.96,5
TXN001550,2024-08-09,1998,Romance,Livros,100.48,2
TXN001551,2024-01-29,1936,Toalha,Casa e Cozinha,761.61,1
TXN001552,2023-11-30,2519,Tapete De Yoga,Esportes,370.93,1
TXN001553,2024-02-08,4492,Tênis De Corrida,Esportes,496.03,5
TXN001554,2024-07-05,2169,Calça Jeans,Roupas,444.42,5
TXN001555,2024-12-12,8019,Teclado,Eletrônicos,494.76,1
TXN001556,2023-02-10,9751,Halter,Esportes,146.93,1
TXN001557,2024-07-29,9837,Fone De Ouvido,Eletrônicos,1241.41,5
TXN001558,2023-11-02,3167,Tapete De Yoga,Esportes,261.34,1
TXN001559,2023-09-12,9645,Smartwatch,Eletrônicos,1687.73,4
TXN001560,2023-05-24,5956,Cortina,Casa e Cozinha,721.02,3
TXN001561,2024-09-12,5915,Halter,Esportes,228.22,1
TXN001562,2023-08-31,9928,Jaqueta,Roupas,133.7,2
TXN001563,2023-05-18,2200,Tênis,Roupas,394.65,5
TXN001564,2024-03-08,1711,Corda De Pular,Esportes,183.01,2
TXN001565,2024-02-14,7396,Smartwatch,Eletrônicos,1654.1,2
TXN001566,2024-07-02,7916,Smartwatch,Eletrônicos,876.29,2
TXN001567,2024-01-17,2127,Tapete De Yoga,Esportes,408.84,2
TXN001568,2023-11-20,4872,Liquidificador,Casa e Cozinha,85.47,2
TXN001569,2023-03-21,6947,Fone De Ouvido,Eletrônicos,1266.53,4
TXN001570,2023-03-09,6539,Caixa De Som,Eletrônicos,930.95,3
TXN001571,2023-05-30,6573,Ficção Científica,Livros,94.19,2
TXN001572,2024-01-23,2654,Carregador,Eletrônicos,377.63,3
TXN001573,2024-08-25,9238,Caixa De Som,Eletrônicos,1486.9,3
TXN001574,2024-07-18,6947,Luva De Boxe,Esportes,521.11,2
TXN001575,2023-11-22,1887,Tênis,Roupas,124.04,5
TXN001576,2024-07-18,4139,Talheres,Casa e Cozinha,85.61,5
TXN001577,2024-12-31,2084,Jaqueta,Roupas,31.35,3
TXN001578,2023-02-24,8749,Boné,Roupas,328.15,2
TXN001579,2024-03-25,4899,Toalha,Casa e Cozinha,489.6,4
TXN001580,2024-06-17,5808,Romance,Livros,88.8,4
TXN001582,2023-06-19,9900,Fone De Ouvido,Eletrônicos,812.27,5
TXN001583,2024-05-19,3286,Talheres,Casa e Cozinha,479.64,5
TXN001584,2024-12-02,5351,Mouse,Eletrônicos,1018.7,2
TXN001585,2023-01-08,2604,Garrafa Térmica,Esportes,592.98,5
TXN001586,2024-12-01,8359,Tênis De Corrida,Esportes,103.45,5
TXN001587,2023-08-19,5040,Caixa De Som,Eletrônicos,1405.53,5
TXN001588,2023-12-28,6574,Cafeteira,Casa e Cozinha,329.41,3
TXN001589,2023-04-26,2163,Calça Jeans,Roupas,225.54,4
TXN001590,2023-10-28,9005,Camiseta,Roupas,364.45,5
TXN001591,2024-02-08,1188,Ficção Científica,Livros,108.48,5
TXN001592,2024-05-14,4527,Ficção Científica,Livros,148.82,3
TXN001593,2023-11-02,4899,Smartphone,Eletrônicos,300.37,2
TXN001594,2024-02-16,4899,Fone De Ouvido,Eletrônicos,253.01,2
TXN001595,2023-03-28,6147,Tapete De Yoga,Esportes,441.49,4
TXN001596,2023-01-08,2084,Programação Em Python,Livros,93.08,3
TXN001597,2023-11-03,3167,Talheres,Casa e Cozinha,226.59,3
TXN001598,2023-04-22,7658,Talheres,Casa e Cozinha,72.74,4
TXN001599,2023-01-06,8953,Calça Jeans,Roupas,61.12,1
TXN001600,2023-05-17,7596,Cortina,Casa e Cozinha,716.41,2
TXN001601,2024-11-13,2796,Toalha,Casa e Cozinha,161.58,4
TXN001602,2024-07-17,1931,Tênis,Roupas,175.22,4
TXN001603,2024-05-28,1887,Calça Jeans,Roupas,128.8,1
TXN001604,2023-05-10,2084,Ficção Científica,Livros,62.92,2
TXN001605,2023-02-23,4750,Liquidificador,Casa e Cozinha,64.84,3
TXN001606,2023-10-16,1821,Mouse,Eletrônicos,1062.17,2
TXN001607,2024-06-07,4593,Meias,Roupas,52.45,3
TXN001608,2024-12-18,2743,Cama,Casa e Cozinha,642.28,1
TXN001609,2024-12-18,2122,Tapete De Yoga,Esportes,159.38,5
TXN001610,2024-10-06,6168,Calça Jeans,Roupas,279.21,1
TXN001611,2023-10-08,9085,Boné,Roupas,442.44,2
TXN001612,2023-04-04,6574,Abajur,Casa e Cozinha,524.19,2
TXN001613,2023-08-16,1117,Cafeteira,Casa e Cozinha,431.04,4
TXN001614,2024-10-21,6574,Romance,Livros,58.79,3
TXN001615,2023-12-26,5092,Tênis,Roupas,179.84,2
TXN001616,2023-02-11,2824,Caixa De Som,Eletrônicos,1355.5,4
TXN001617,2023-10-14,2307,Talheres,Casa e Cozinha,795.37,4
TXN001618,2024-01-08,4608,Romance,Livros,104.35,1
TXN001619,2024-11-30,2200,Tênis,Roupas,287.74,3
TXN001620,2024-08-26,6147,Garrafa Térmica,Esportes,445.12,3
TXN001621,2023-08-04,2697,Jogo De Panelas,Casa e Cozinha,377.51,2
TXN001622,2024-10-06,4432,Tablet,Eletrônicos,167.28,4
TXN001623,2023-04-12,1711,Garrafa Térmica,Esportes,348.32,4
TXN001624,2023-07-26,7484,Camiseta,Roupas,479.66,4
TXN001625,2024-07-17,7126,Garrafa Térmica,Esportes,125.8,4
TXN001626,2024-10-06,6820,Jogo De Panelas,Casa e Cozinha,555.1,5
TXN001627,2024-05-30,1488,Meias,Roupas,116.45,2
TXN001628,2023-10-24,1106,Bola De Futebol,Esportes,333.1,2
TXN001629,2024-02-12,1931,Luva De Boxe,Esportes,80.59,5
TXN001630,2024-01-29,6718,Abajur,Casa e Cozinha,365.79,2
TXN001631,2023-07-08,1409,Vestido,Roupas,382.96,1
TXN001632,2024-06-09,7396,Corda De Pular,Esportes,224.85,2
TXN001633,2023-10-31,2832,Luva De Boxe,Esportes,407.32,1
TXN001634,2024-06-30,1053,Ficção Científica,Livros,122.39,3
TXN001635,2023-05-17,6947,Tablet,Eletrônicos,1858.0,2
TXN001636,2024-07-01,7065,Caixa De Som,Eletrônicos,507.55,3
TXN001637,2023-11-29,7201,Corda De Pular,Esportes,254.61,4
TXN001638,2024-09-18,8787,Ficção Científica,Livros,35.58,1
TXN001639,2023-12-31,2876,Autoajuda,Livros,148.99,1
TXN001640,2024-07-04,5905,Mouse,Eletrônicos,1857.65,3
TXN001641,2024-10-03,2200,Casaco,Roupas,279.18,3
TXN001642,2023-07-28,1128,Talheres,Casa e Cozinha,675.21,4
TXN001643,2024-01-13,1525,Jogo De Panelas,Casa e Cozinha,421.56,4
TXN001644,2023-07-09,9830,Casaco,Roupas,319.32,2
TXN001645,2024-10-25,2403,Smartwatch,Eletrônicos,223.79,2
TXN001646,2024-02-08,3266,Carregador,Eletrônicos,1522.78,2
TXN001647,2024-04-10,4139,Carregador,Eletrônicos,299.04,1
TXN001648,2024-09-09,2307,Abajur,Casa e Cozinha,662.59,1
TXN001649,2024-10-21,5557,Vestido,Roupas,395.37,3
TXN001650,2023-05-27,2679,Fone De Ouvido,Eletrônicos,1432.05,3
TXN001651,2024-12-25,2291,Jaqueta,Roupas,37.36,5
TXN001652,2024-03-30,9179,História,Livros,55.92,2
TXN001653,2023-02-27,2188,Romance,Livros,50.52,1
TXN001654,2023-04-16,2188,Romance,Livros,63.62,4
TXN001655,2023-05-26,2824,Camiseta,Roupas,62.07,4
TXN001656,2023-05-31,9423,Programação Em Python,Livros,141.49,4
TXN001657,2024-12-04,6977,Talheres,Casa e Cozinha,447.5,2
TXN001658,2023-04-15,2403,Romance,Livros,56.25,1
TXN001659,2024-01-05,2291,Carregador,Eletrônicos,824.11,5
TXN001660,2023-12-09,8019,Talheres,Casa e Cozinha,363.29,3
TXN001661,2024-10-01,2133,Romance,Livros,96.08,4
TXN001662,2024-11-08,4981,Romance,Livros,84.62,2
TXN001663,2024-11-02,1525,Autoajuda,Livros,139.12,4
TXN001664,2023-03-10,6977,Mochila,Esportes,310.75,3
TXN001665,2023-05-29,4150,Autoajuda,Livros,148.94,4
TXN001666,2023-12-28,8397,Abajur,Casa e Cozinha,682.63,4
TXN001667,2024-09-08,4770,Vestido,Roupas,120.09,5
TXN001668,2024-05-24,5915,Tênis De Corrida,Esportes,560.09,2
TXN001669,2024-01-29,7201,Mochila,Esportes,91.91,2
TXN001670,2024-12-20,5803,Tênis,Roupas,412.38,1
TXN001671,2023-01-18,9834,Tênis De Corrida,Esportes,243.86,1
TXN001672,2023-03-03,6413,Autoajuda,Livros,133.53,2
TXN001673,2024-07-18,2235,Vestido,Roupas,436.67,1
TXN001674,2023-05-22,6820,Boné,Roupas,406.84,4
TXN001675,2024-01-16,5552,Fone De Ouvido,Eletrônicos,1590.56,5
TXN001676,2023-06-11,9279,Tênis,Roupas,166.25,2
TXN001677,2023-03-20,2679,Mochila,Esportes,71.53,2
TXN001678,2024-04-26,4598,Corda De Pular,Esportes,256.71,3
TXN001679,2024-03-30,2679,Romance,Livros,38.43,1
TXN001680,2024-09-10,3287,Tapete De Yoga,Esportes,424.6,4
TXN001681,2024-11-27,1035,Corda De Pular,Esportes,224.01,5
TXN001682,2023-11-10,2827,Talheres,Casa e Cozinha,780.73,1
TXN001683,2024-06-18,2588,Vestido,Roupas,327.67,1
TXN001684,2023-08-13,2612,Calça Jeans,Roupas,414.79,4
TXN001685,2024-05-03,7118,Abajur,Casa e Cozinha,114.69,3
TXN001686,2024-10-24,2604,Meias,Roupas,433.77,1
TXN001687,2024-01-07,4608,Tablet,Eletrônicos,1849.38,5
TXN001688,2023-04-20,7224,Camiseta,Roupas,253.79,3
TXN001689,2023-07-12,2200,Camiseta,Roupas,311.0,1
TXN001690,2024-08-06,5002,Teclado,Eletrônicos,1541.38,3
TXN001691,2023-04-06,6107,Caixa De Som,Eletrônicos,1002.52,4
TXN001692,2024-05-27,2489,Biografia,Livros,82.85,2
TXN001693,2024-12-20,4733,Biografia,Livros,68.82,5
TXN001694,2023-04-14,2122,Camiseta,Roupas,90.26,4
TXN001695,2024-05-03,7873,Autoajuda,Livros,64.62,4
TXN001696,2023-03-22,2139,Vestido,Roupas,52.72,2
TXN001697,2023-06-14,4044,Garrafa Térmica,Esportes,39.84,2
TXN001698,2023-12-14,3060,Biografia,Livros,81.38,4
TXN001699,2023-09-02,7304,Luva De Boxe,Esportes,578.79,5
TXN001700,2024-10-04,9320,Smartphone,Eletrônicos,1121.58,3
TXN001701,2024-07-14,5803,Jogo De Panelas,Casa e Cozinha,773.0,2
TXN001702,2023-10-30,4483,Smartwatch,Eletrônicos,893.37,3
TXN001703,2023-04-02,6635,Casaco,Roupas,169.67,4
TXN001704,2023-09-20,8886,Calça Jeans,Roupas,262.95,4
TXN001705,2023-02-10,3167,Biografia,Livros,74.33,5
TXN001706,2024-11-27,5010,Cortina,Casa e Cozinha,93.48,5
TXN001707,2023-11-18,4119,Mouse,Eletrônicos,1299.61,3
TXN001708,2024-11-29,8359,Bola De Futebol,Esportes,149.22,2
TXN001709,2024-12-17,6718,Carregador,Eletrônicos,1258.2,3
TXN001710,2024-01-20,6155,Mochila,Esportes,398.87,2
TXN001711,2024-02-02,5673,Caixa De Som,Eletrônicos,346.45,5
TXN001712,2024-04-21,5554,Carregador,Eletrônicos,169.63,4
TXN001713,2024-03-19,3504,Cortina,Casa e Cozinha,626.8,3
TXN001714,2024-09-10,1821,Casaco,Roupas,240.7,4
TXN001715,2023-02-09,1152,Casaco,Roupas,47.92,2
TXN001716,2023-11-24,7054,Mouse,Eletrônicos,1989.99,3
TXN001717,2024-03-16,4566,Camiseta,Roupas,47.73,1
TXN001718,2024-12-01,8260,Data Science,Livros,108.83,1
TXN001719,2023-05-26,6881,Biografia,Livros,147.8,4
TXN001720,2024-03-05,5272,Meias,Roupas,134.81,1
TXN001721,2023-04-05,9856,Data Science,Livros,34.2,3
TXN001722,2024-03-05,6138,Talheres,Casa e Cozinha,105.89,4
TXN001723,2023-12-30,3584,Liquidificador,Casa e Cozinha,249.59,5
TXN001724,2023-07-23,8527,Tapete De Yoga,Esportes,83.1,3
TXN001725,2023-01-15,7572,Talheres,Casa e Cozinha,556.81,3
TXN001726,2023-04-27,9786,Ficção Científica,Livros,23.41,2
TXN001727,2024-10-11,3697,Luva De Boxe,Esportes,317.92,2
TXN001728,2024-03-06,1152,Boné,Roupas,498.41,2
TXN001729,2023-07-15,5956,Caixa De Som,Eletrônicos,1637.24,1
TXN001730,2023-11-06,4295,Luva De Boxe,Esportes,378.75,4
TXN001731,2024-02-28,3296,História,Livros,56.34,4
TXN001732,2024-06-19,4608,Carregador,Eletrônicos,1266.6,3
TXN001733,2023-07-01,9808,Tapete De Yoga,Esportes,328.05,4
TXN001734,2023-10-19,3724,Romance,Livros,72.52,1
TXN001735,2023-04-02,2424,Mochila,Esportes,100.16,5
TXN001736,2024-07-11,2307,Liquidificador,Casa e Cozinha,710.42,4
TXN001737,2023-08-05,5371,Abajur,Casa e Cozinha,365.33,4
TXN001738,2023-05-08,2160,Abajur,Casa e Cozinha,163.75,4
TXN001739,2023-01-08,4119,Meias,Roupas,196.52,3
TXN001740,2023-11-11,5563,Camiseta,Roupas,218.78,4
TXN001741,2023-02-03,9935,Carregador,Eletrônicos,1663.7,5
TXN001742,2024-09-06,9479,Autoajuda,Livros,114.04,4
TXN001743,2023-09-05,4492,Cama,Casa e Cozinha,617.75,4
TXN001744,2023-02-22,5956,Talheres,Casa e Cozinha,18.71,4
TXN001746,2024-12-28,3803,Luva De Boxe,Esportes,301.77,4
TXN001747,2024-10-04,1009,Tapete De Yoga,Esportes,36.04,2
TXN001748,2023-04-06,2139,Mouse,Eletrônicos,556.64,5
TXN001749,2023-06-06,4811,Luva De Boxe,Esportes,462.17,1
TXN001750,2023-05-14,1035,Autoajuda,Livros,33.51,2
TXN001751,2023-11-01,2489,Halter,Esportes,332.8,4
TXN001752,2023-09-24,6574,Romance,Livros,44.05,1
TXN001753,2024-10-15,9666,Fone De Ouvido,Eletrônicos,73.64,5
TXN001754,2023-05-06,7227,Meias,Roupas,135.78,2
TXN001755,2023-04-06,8527,Cortina,Casa e Cozinha,780.94,2
TXN001756,2024-02-05,2307,Liquidificador,Casa e Cozinha,643.21,4
TXN001757,2024-10-02,8527,Boné,Roupas,480.6,3
TXN001758,2024-10-10,3697,Jaqueta,Roupas,254.17,2
TXN001759,2024-11-06,7054,Bola De Futebol,Esportes,88.1,3
TXN001760,2023-12-22,1936,Bola De Futebol,Esportes,340.08,3
TXN001761,2023-05-05,9085,Bola De Futebol,Esportes,286.27,5
TXN001762,2024-06-08,5386,Tênis,Roupas,425.29,2
TXN001763,2023-01-31,2049,Vestido,Roupas,67.08,2
TXN001764,2023-10-02,4923,Cama,Casa e Cozinha,395.71,3
TXN001765,2024-12-26,2200,Aventura,Livros,35.26,4
TXN001766,2024-03-22,5033,Cama,Casa e Cozinha,266.49,2
TXN001767,2024-12-04,2290,Jogo De Panelas,Casa e Cozinha,592.51,5
TXN001768,2023-11-16,7482,Casaco,Roupas,248.49,4
TXN001769,2024-03-09,6038,Romance,Livros,65.74,4
TXN001770,2023-07-24,7054,História,Livros,68.25,1
TXN001771,2024-04-05,8517,Smartwatch,Eletrônicos,945.92,3
TXN001772,2024-09-10,4910,Biografia,Livros,120.98,2
TXN001773,2023-11-27,9856,Tênis,Roupas,448.2,2
TXN001774,2024-11-03,7669,Autoajuda,Livros,143.97,1
TXN001775,2023-01-10,8397,Caixa De Som,Eletrônicos,1584.46,5
TXN001776,2023-11-26,3591,Luva De Boxe,Esportes,206.36,5
TXN001777,2023-08-06,4346,Calça Jeans,Roupas,350.3,5
TXN001778,2024-11-18,1711,Mochila,Esportes,276.62,4
TXN001779,2023-11-22,8397,Vestido,Roupas,142.24,4
TXN001780,2024-05-25,1106,Biografia,Livros,128.52,4
TXN001781,2023-06-25,2049,Mochila,Esportes,47.1,1
TXN001782,2023-10-19,7912,Bola De Futebol,Esportes,543.51,3
TXN001783,2023-05-15,4139,Smartphone,Eletrônicos,949.88,1
TXN001784,2023-03-13,4111,Mouse,Eletrônicos,1292.54,3
TXN001785,2023-11-21,1514,Jogo De Panelas,Casa e Cozinha,530.89,3
TXN001786,2024-05-20,3615,Toalha,Casa e Cozinha,717.14,4
TXN001787,2024-05-20,5374,Romance,Livros,100.95,1
TXN001788,2023-01-11,4598,Caixa De Som,Eletrônicos,1247.17,4
TXN001790,2024-07-04,5506,Smartwatch,Eletrônicos,1060.9,1
TXN001791,2023-04-24,3615,Romance,Livros,35.27,5
TXN001792,2024-01-24,6947,Jaqueta,Roupas,373.97,1
TXN001793,2023-05-10,8397,Boné,Roupas,265.87,1
TXN001794,2024-06-18,6147,Casaco,Roupas,346.51,3
TXN001795,2023-11-26,1936,Calça Jeans,Roupas,40.0,3
TXN001796,2024-12-29,7201,Programação Em Python,Livros,26.45,2
TXN001797,2024-12-12,8527,Teclado,Eletrônicos,1446.83,1
TXN001798,2024-11-17,5119,Abajur,Casa e Cozinha,66.95,1
TXN001799,2023-12-15,7304,Garrafa Térmica,Esportes,65.97,3
TXN001800,2024-12-26,1035,Calça Jeans,Roupas,25.81,2
TXN001801,2024-01-08,7735,Cama,Casa e Cozinha,765.64,2
TXN001802,2023-03-12,4946,Talheres,Casa e Cozinha,592.63,5
TXN001803,2024-10-25,4814,Casaco,Roupas,189.56,1
TXN001804,2023-09-04,2424,Talheres,Casa e Cozinha,244.26,4
TXN001805,2024-11-08,4910,Cortina,Casa e Cozinha,286.27,5
TXN001806,2023-03-28,4899,Cama,Casa e Cozinha,621.98,5
TXN001807,2024-03-17,7615,Ficção Científica,Livros,104.29,3
TXN001809,2024-02-17,9830,Corda De Pular,Esportes,125.11,4
TXN001810,2024-06-15,2528,Smartphone,Eletrônicos,241.87,1
TXN001811,2023-08-13,3664,Smartphone,Eletrônicos,1337.59,2
TXN001812,2023-03-09,5351,Smartwatch,Eletrônicos,1540.53,5
TXN001813,2024-12-17,4116,Abajur,Casa e Cozinha,219.39,3
TXN001814,2024-05-22,2040,Vestido,Roupas,30.05,3
TXN001815,2024-12-23,9727,Fone De Ouvido,Eletrônicos,210.23,5
TXN001816,2024-05-03,9835,Jaqueta,Roupas,484.57,1
TXN001817,2023-06-20,4593,Aventura,Livros,54.89,1
TXN001819,2023-03-20,5339,Caixa De Som,Eletrônicos,1268.09,5
TXN001820,2023-01-02,9238,Casaco,Roupas,203.33,1
TXN001821,2024-08-03,3060,Jaqueta,Roupas,118.73,1
TXN001822,2023-04-13,4470,Aventura,Livros,31.39,3
TXN001823,2024-07-12,9837,Toalha,Casa e Cozinha,495.86,1
TXN001824,2023-12-28,7932,Aventura,Livros,119.58,5
TXN001825,2024-10-17,1520,Boné,Roupas,329.07,2
TXN001826,2024-01-01,9320,Tablet,Eletrônicos,1084.09,4
TXN001828,2024-10-16,5554,Aventura,Livros,145.75,5
TXN001829,2023-06-29,9005,História,Livros,122.83,4
TXN001830,2023-10-10,6107,Camiseta,Roupas,160.55,3
TXN001831,2024-09-19,5374,Cafeteira,Casa e Cozinha,784.18,3
TXN001832,2023-10-23,8428,Teclado,Eletrônicos,1223.67,2
TXN001833,2024-04-22,6168,Corda De Pular,Esportes,359.89,2
TXN001834,2023-11-07,8811,Romance,Livros,115.99,1
TXN001835,2024-04-09,4611,Meias,Roupas,409.65,1
TXN001836,2023-02-24,9238,Ficção Científica,Livros,103.62,1
TXN001837,2023-02-21,4258,Tênis,Roupas,81.49,5
TXN001838,2024-11-12,6718,Calça Jeans,Roupas,182.37,2
TXN001839,2023-07-21,2528,Luva De Boxe,Esportes,558.65,1
TXN001840,2024-04-29,4899,Boné,Roupas,127.82,1
TXN001841,2023-09-25,7932,Corda De Pular,Esportes,239.0,4
TXN001842,2024-11-26,5061,Tapete De Yoga,Esportes,273.44,2
TXN001843,2023-09-14,7216,Cama,Casa e Cozinha,357.13,1
TXN001844,2023-11-01,7054,Talheres,Casa e Cozinha,494.22,4
TXN001845,2023-04-09,5422,Tênis De Corrida,Esportes,567.27,5
TXN001846,2024-12-02,8953,Cortina,Casa e Cozinha,200.15,4
TXN001847,2024-02-25,5673,Smartphone,Eletrônicos,1002.52,4
TXN001848,2023-04-01,4598,Corda De Pular,Esportes,138.55,5
TXN001849,2024-06-08,4119,Meias,Roupas,445.72,4
TXN001850,2023-05-09,4139,Teclado,Eletrônicos,1309.33,5
TXN001851,2024-04-16,5552,Smartphone,Eletrônicos,607.52,1
TXN001852,2023-12-08,4733,Aventura,Livros,125.15,1
TXN001853,2023-05-05,2697,Bola De Futebol,Esportes,520.29,5
TXN001854,2023-05-28,6718,Talheres,Casa e Cozinha,678.75,2
TXN001855,2023-11-05,7537,Teclado,Eletrônicos,1841.91,2
TXN001857,2024-06-16,4733,Vestido,Roupas,382.42,1
TXN001858,2024-06-01,4502,Liquidificador,Casa e Cozinha,373.83,3
TXN001859,2024-02-19,1936,Vestido,Roupas,424.16,5
TXN001860,2023-09-24,7658,Luva De Boxe,Esportes,443.88,1
TXN001861,2023-07-09,6313,Jaqueta,Roupas,392.69,5
TXN001862,2023-07-25,1958,Toalha,Casa e Cozinha,528.37,1
TXN001863,2024-08-25,3579,Data Science,Livros,38.95,1
TXN001864,2024-04-20,8579,Talheres,Casa e Cozinha,440.57,4
TXN001866,2024-10-22,4502,Caixa De Som,Eletrônicos,1877.91,4
TXN001867,2024-04-14,1949,Carregador,Eletrônicos,134.19,5
TXN001868,2023-08-04,6413,Mochila,Esportes,119.77,2
TXN001869,2024-11-02,7572,História,Livros,32.78,2
TXN001870,2023-10-13,4470,Jogo De Panelas,Casa e Cozinha,404.54,4
TXN001871,2024-01-21,5861,Tapete De Yoga,Esportes,495.23,5
