ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Ano,Mes,Dia,Dia_da_Semana,Trimestre,Ano_Mes,Valor_Total
TXN000771,2024-05-02,4733,Cortina,Casa e Cozinha,97.40,3,2024,5,2,Thursday,2,2024-05,292.20
TXN000772,2024-07-27,9288,História,Livros,129.27,1,2024,7,27,Saturday,3,2024-07,129.27
TXN000773,2023-12-26,2796,Tapete De Yoga,Esportes,98.31,3,2023,12,26,Tuesday,4,2023-12,294.93
TXN000774,2023-12-30,4681,Tênis De Corrida,Esportes,253.44,4,2023,12,30,Saturday,4,2023-12,1013.76
TXN000775,2023-03-22,6804,Corda De Pular,Esportes,483.44,2,2023,3,22,Wednesday,1,2023-03,966.88
TXN000776,2023-06-21,1117,Abajur,Casa e Cozinha,128.43,1,2023,6,21,Wednesday,2,2023-06,128.43
TXN000777,2023-03-23,4483,Programação Em Python,Livros,45.95,3,2023,3,23,Thursday,1,2023-03,137.85
TXN000778,2024-12-28,1319,Mochila,Esportes,440.30,4,2024,12,28,Saturday,4,2024-12,1761.20
TXN000779,2024-01-07,9565,Abajur,Casa e Cozinha,578.83,1,2024,1,7,Sunday,1,2024-01,578.83
TXN000780,2023-05-09,8433,Romance,Livros,101.55,4,2023,5,9,Tuesday,2,2023-05,406.20
TXN000781,2023-04-16,1750,Teclado,Eletrônicos,1403.20,1,2023,4,16,Sunday,2,2023-04,1403.20
TXN000782,2024-02-11,5272,Fone De Ouvido,Eletrônicos,1108.31,2,2024,2,11,Sunday,1,2024-02,2216.62
TXN000783,2023-03-28,1887,Programação Em Python,Livros,48.99,3,2023,3,28,Tuesday,1,2023-03,146.97
TXN000784,2024-03-29,3803,Jaqueta,Roupas,185.93,3,2024,3,29,Friday,1,2024-03,557.79
TXN000785,2023-11-30,1958,Toalha,Casa e Cozinha,153.46,2,2023,11,30,Thursday,4,2023-11,306.92
TXN000786,2024-12-15,8491,Casaco,Roupas,456.06,5,2024,12,15,Sunday,4,2024-12,2280.30
TXN000787,2024-03-21,5272,Corda De Pular,Esportes,360.45,4,2024,3,21,Thursday,1,2024-03,1441.80
TXN000788,2024-07-06,2827,Teclado,Eletrônicos,831.66,4,2024,7,6,Saturday,3,2024-07,3326.64
TXN000789,2023-09-24,2084,Ficção Científica,Livros,77.37,1,2023,9,24,Sunday,3,2023-09,77.37
TXN000790,2023-05-20,2104,Aventura,Livros,142.88,4,2023,5,20,Saturday,2,2023-05,571.52
TXN000791,2024-05-03,9645,Mouse,Eletrônicos,349.04,5,2024,5,3,Friday,2,2024-05,1745.20
TXN000792,2023-08-25,5012,Garrafa Térmica,Esportes,362.08,5,2023,8,25,Friday,3,2023-08,1810.40
TXN000793,2024-03-23,7596,Jaqueta,Roupas,262.83,4,2024,3,23,Saturday,1,2024-03,1051.32
TXN000794,2024-01-23,2876,Romance,Livros,97.55,2,2024,1,23,Tuesday,1,2024-01,195.10
TXN000795,2024-06-13,6038,Data Science,Livros,17.44,1,2024,6,13,Thursday,2,2024-06,17.44
TXN000796,2023-07-06,7216,Romance,Livros,132.74,5,2023,7,6,Thursday,3,2023-07,663.70
TXN000797,2024-04-08,6038,Tênis De Corrida,Esportes,560.97,1,2024,4,8,Monday,2,2024-04,560.97
TXN000798,2023-06-05,7924,Bola De Futebol,Esportes,349.95,1,2023,6,5,Monday,2,2023-06,349.95
TXN000799,2023-10-16,2832,Casaco,Roupas,354.39,2,2023,10,16,Monday,4,2023-10,708.78
TXN000800,2023-04-03,7572,Teclado,Eletrônicos,1848.87,4,2023,4,3,Monday,2,2023-04,7395.48
TXN000801,2023-11-16,2312,Aventura,Livros,110.48,1,2023,11,16,Thursday,4,2023-11,110.48
TXN000802,2023-12-05,3045,Camiseta,Roupas,93.22,4,2023,12,5,Tuesday,4,2023-12,372.88
TXN000803,2023-03-15,2188,Talheres,Casa e Cozinha,465.27,3,2023,3,15,Wednesday,1,2023-03,1395.81
TXN000804,2024-01-26,2679,Tablet,Eletrônicos,1233.09,4,2024,1,26,Friday,1,2024-01,4932.36
TXN000805,2023-09-11,4257,Casaco,Roupas,223.58,1,2023,9,11,Monday,3,2023-09,223.58
TXN000806,2024-06-17,7304,Abajur,Casa e Cozinha,591.79,3,2024,6,17,Monday,2,2024-06,1775.37
TXN000807,2023-11-27,6155,Fone De Ouvido,Eletrônicos,1872.02,3,2023,11,27,Monday,4,2023-11,5616.06
TXN000808,2023-07-23,4510,Tablet,Eletrônicos,1854.86,2,2023,7,23,Sunday,3,2023-07,3709.72
TXN000809,2024-10-10,4872,Ficção Científica,Livros,75.86,3,2024,10,10,Thursday,4,2024-10,227.58
TXN000810,2024-08-21,4432,Cama,Casa e Cozinha,99.46,1,2024,8,21,Wednesday,3,2024-08,99.46
TXN000811,2023-02-13,1128,Talheres,Casa e Cozinha,788.02,1,2023,2,13,Monday,1,2023-02,788.02
TXN000812,2023-09-12,4456,Jogo De Panelas,Casa e Cozinha,672.73,3,2023,9,12,Tuesday,3,2023-09,2018.19
TXN000813,2024-10-02,6514,Caixa De Som,Eletrônicos,293.09,5,2024,10,2,Wednesday,4,2024-10,1465.45
TXN000814,2023-04-20,3803,Cama,Casa e Cozinha,737.47,5,2023,4,20,Thursday,2,2023-04,3687.35
TXN000815,2024-10-22,1514,Cama,Casa e Cozinha,697.22,4,2024,10,22,Tuesday,4,2024-10,2788.88
TXN000816,2024-01-02,8573,Ficção Científica,Livros,85.04,4,2024,1,2,Tuesday,1,2024-01,340.16
TXN000817,2024-07-26,8787,Tênis De Corrida,Esportes,364.98,2,2024,7,26,Friday,3,2024-07,729.96
TXN000818,2024-07-10,6413,Aventura,Livros,68.87,5,2024,7,10,Wednesday,3,2024-07,344.35
TXN000819,2024-07-21,4483,Carregador,Eletrônicos,156.79,3,2024,7,21,Sunday,3,2024-07,470.37
TXN000820,2024-07-08,8744,Liquidificador,Casa e Cozinha,274.81,5,2024,7,8,Monday,3,2024-07,1374.05
TXN000821,2024-01-24,6930,Caixa De Som,Eletrônicos,1615.56,2,2024,1,24,Wednesday,1,2024-01,3231.12
TXN000822,2023-11-25,2519,Mochila,Esportes,27.66,4,2023,11,25,Saturday,4,2023-11,110.64
TXN000823,2024-07-18,5386,Corda De Pular,Esportes,216.76,3,2024,7,18,Thursday,3,2024-07,650.28
TXN000824,2023-04-24,4733,Luva De Boxe,Esportes,253.95,2,2023,4,24,Monday,2,2023-04,507.90
TXN000825,2023-07-02,1434,Calça Jeans,Roupas,277.95,1,2023,7,2,Sunday,3,2023-07,277.95
TXN000826,2023-02-02,3584,Cafeteira,Casa e Cozinha,736.69,5,2023,2,2,Thursday,1,2023-02,3683.45
TXN000827,2023-09-20,7924,Programação Em Python,Livros,61.76,1,2023,9,20,Wednesday,3,2023-09,61.76
TXN000828,2023-01-14,7304,Jogo De Panelas,Casa e Cozinha,284.09,1,2023,1,14,Saturday,1,2023-01,284.09
TXN000829,2024-01-05,9288,Cortina,Casa e Cozinha,592.63,1,2024,1,5,Friday,1,2024-01,592.63
TXN000830,2024-09-23,1319,Bola De Futebol,Esportes,285.03,3,2024,9,23,Monday,3,2024-09,855.09
TXN000831,2023-03-21,5119,Luva De Boxe,Esportes,154.15,2,2023,3,21,Tuesday,1,2023-03,308.30
TXN000832,2024-06-28,7735,Vestido,Roupas,237.17,2,2024,6,28,Friday,2,2024-06,474.34
TXN000833,2024-08-06,5304,Mochila,Esportes,105.99,5,2024,8,6,Tuesday,3,2024-08,529.95
TXN000834,2024-01-02,5345,Jogo De Panelas,Casa e Cozinha,149.35,2,2024,1,2,Tuesday,1,2024-01,298.70
TXN000835,2024-07-17,5073,Garrafa Térmica,Esportes,311.56,5,2024,7,17,Wednesday,3,2024-07,1557.80
TXN000836,2024-09-06,8886,História,Livros,71.55,3,2024,9,6,Friday,3,2024-09,214.65
TXN000837,2024-01-16,4006,Cortina,Casa e Cozinha,732.73,5,2024,1,16,Tuesday,1,2024-01,3663.65
TXN000838,2024-07-12,9669,Toalha,Casa e Cozinha,296.29,4,2024,7,12,Friday,3,2024-07,1185.16
TXN000839,2024-04-03,6559,Smartphone,Eletrônicos,1182.15,5,2024,4,3,Wednesday,2,2024-04,5910.75
TXN000840,2023-01-17,7868,Meias,Roupas,323.49,1,2023,1,17,Tuesday,1,2023-01,323.49
TXN000841,2023-08-16,9669,Ficção Científica,Livros,16.77,3,2023,8,16,Wednesday,3,2023-08,50.31
TXN000842,2024-07-20,2964,Tapete De Yoga,Esportes,406.53,4,2024,7,20,Saturday,3,2024-07,1626.12
TXN000843,2023-12-31,2084,Meias,Roupas,105.46,5,2023,12,31,Sunday,4,2023-12,527.30
TXN000844,2023-09-13,3591,Data Science,Livros,144.74,4,2023,9,13,Wednesday,3,2023-09,578.96
TXN000845,2024-08-05,1188,Caixa De Som,Eletrônicos,339.89,2,2024,8,5,Monday,3,2024-08,679.78
TXN000846,2024-05-14,5956,Smartwatch,Eletrônicos,858.52,5,2024,5,14,Tuesday,2,2024-05,4292.60
TXN000847,2024-01-26,9785,Caixa De Som,Eletrônicos,216.43,4,2024,1,26,Friday,1,2024-01,865.72
TXN000848,2024-03-02,4432,Camiseta,Roupas,498.50,4,2024,3,2,Saturday,1,2024-03,1994.00
TXN000849,2023-02-25,9835,Bola De Futebol,Esportes,313.76,5,2023,2,25,Saturday,1,2023-02,1568.80
TXN000850,2023-06-03,2049,Halter,Esportes,367.35,4,2023,6,3,Saturday,2,2023-06,1469.40
TXN000851,2024-04-01,9900,Luva De Boxe,Esportes,63.57,3,2024,4,1,Monday,2,2024-04,190.71
TXN000853,2023-02-20,8508,Toalha,Casa e Cozinha,175.83,5,2023,2,20,Monday,1,2023-02,879.15
TXN000854,2024-03-20,5010,Casaco,Roupas,451.07,4,2024,3,20,Wednesday,1,2024-03,1804.28
TXN000856,2024-03-16,5061,Luva De Boxe,Esportes,134.65,4,2024,3,16,Saturday,1,2024-03,538.60
TXN000857,2024-03-09,8744,Programação Em Python,Livros,19.93,5,2024,3,9,Saturday,1,2024-03,99.65
TXN000858,2024-11-02,2535,Autoajuda,Livros,78.73,5,2024,11,2,Saturday,4,2024-11,393.65
TXN000859,2024-03-28,4752,Liquidificador,Casa e Cozinha,456.22,2,2024,3,28,Thursday,1,2024-03,912.44
TXN000860,2023-07-24,4119,Calça Jeans,Roupas,51.54,1,2023,7,24,Monday,3,2023-07,51.54
TXN000861,2023-09-06,1525,Ficção Científica,Livros,119.70,1,2023,9,6,Wednesday,3,2023-09,119.70
TXN000862,2023-11-09,3697,Liquidificador,Casa e Cozinha,368.10,5,2023,11,9,Thursday,4,2023-11,1840.50
TXN000863,2023-08-05,7916,Corda De Pular,Esportes,326.52,5,2023,8,5,Saturday,3,2023-08,1632.60
TXN000864,2023-05-25,7912,Liquidificador,Casa e Cozinha,358.20,1,2023,5,25,Thursday,2,2023-05,358.20
TXN000865,2023-10-18,3504,Corda De Pular,Esportes,255.44,1,2023,10,18,Wednesday,4,2023-10,255.44
TXN000866,2023-03-10,8651,História,Livros,90.55,1,2023,3,10,Friday,1,2023-03,90.55
TXN000867,2023-10-27,7735,Boné,Roupas,94.52,1,2023,10,27,Friday,4,2023-10,94.52
TXN000868,2023-11-20,1821,Luva De Boxe,Esportes,129.61,5,2023,11,20,Monday,4,2023-11,648.05
TXN000869,2024-04-13,6718,Smartphone,Eletrônicos,1730.48,5,2024,4,13,Saturday,2,2024-04,8652.40
TXN000870,2023-11-09,4770,Abajur,Casa e Cozinha,757.43,1,2023,11,9,Thursday,4,2023-11,757.43
TXN000871,2023-12-22,9423,Data Science,Livros,65.40,5,2023,12,22,Friday,4,2023-12,327.00
TXN000872,2023-10-10,2674,Biografia,Livros,51.55,1,2023,10,10,Tuesday,4,2023-10,51.55
TXN000873,2024-07-22,2290,Jaqueta,Roupas,329.12,4,2024,7,22,Monday,3,2024-07,1316.48
TXN000874,2024-11-03,5422,Mouse,Eletrônicos,847.03,5,2024,11,3,Sunday,4,2024-11,4235.15
TXN000875,2024-10-02,2827,Cama,Casa e Cozinha,30.06,4,2024,10,2,Wednesday,4,2024-10,120.24
TXN000876,2023-11-16,6539,Talheres,Casa e Cozinha,133.36,2,2023,11,16,Thursday,4,2023-11,266.72
TXN000877,2024-08-17,6180,Jaqueta,Roupas,363.67,5,2024,8,17,Saturday,3,2024-08,1818.35
TXN000878,2023-05-19,1241,Jaqueta,Roupas,336.28,5,2023,5,19,Friday,2,2023-05,1681.40
TXN000879,2024-06-29,6820,Tênis,Roupas,33.01,2,2024,6,29,Saturday,2,2024-06,66.02
TXN000880,2023-01-31,8397,Abajur,Casa e Cozinha,185.36,3,2023,1,31,Tuesday,1,2023-01,556.08
TXN000881,2023-06-05,3266,Carregador,Eletrônicos,500.60,5,2023,6,5,Monday,2,2023-06,2503.00
TXN000882,2024-09-23,1319,Halter,Esportes,411.34,2,2024,9,23,Monday,3,2024-09,822.68
TXN000883,2024-12-04,4582,Romance,Livros,17.66,4,2024,12,4,Wednesday,4,2024-12,70.64
TXN000884,2023-05-18,2122,Tênis De Corrida,Esportes,84.86,3,2023,5,18,Thursday,2,2023-05,254.58
TXN000885,2023-07-08,8651,Cafeteira,Casa e Cozinha,641.93,2,2023,7,8,Saturday,3,2023-07,1283.86
TXN000886,2023-08-20,1434,Liquidificador,Casa e Cozinha,151.05,4,2023,8,20,Sunday,3,2023-08,604.20
TXN000887,2023-08-16,3621,Calça Jeans,Roupas,333.32,4,2023,8,16,Wednesday,3,2023-08,1333.28
TXN000888,2024-09-23,9238,Aventura,Livros,47.15,4,2024,9,23,Monday,3,2024-09,188.60
TXN000889,2024-02-19,8359,Mochila,Esportes,82.18,4,2024,2,19,Monday,1,2024-02,328.72
TXN000890,2024-09-18,3584,Bola De Futebol,Esportes,164.82,4,2024,9,18,Wednesday,3,2024-09,659.28
TXN000891,2024-04-12,8359,Boné,Roupas,366.69,1,2024,4,12,Friday,2,2024-04,366.69
TXN000892,2024-07-25,8651,Bola De Futebol,Esportes,517.03,4,2024,7,25,Thursday,3,2024-07,2068.12
TXN000893,2024-02-12,4470,Aventura,Livros,127.08,3,2024,2,12,Monday,1,2024-02,381.24
TXN000894,2024-09-19,5552,Tapete De Yoga,Esportes,253.38,4,2024,9,19,Thursday,3,2024-09,1013.52
TXN000895,2023-04-03,4044,Carregador,Eletrônicos,1352.77,5,2023,4,3,Monday,2,2023-04,6763.85
TXN000896,2023-05-19,1993,Cortina,Casa e Cozinha,171.94,2,2023,5,19,Friday,2,2023-05,343.88
TXN000897,2024-04-09,3621,Jogo De Panelas,Casa e Cozinha,241.59,2,2024,4,9,Tuesday,2,2024-04,483.18
TXN000898,2023-05-07,4150,Teclado,Eletrônicos,1797.85,1,2023,5,7,Sunday,2,2023-05,1797.85
TXN000899,2024-06-20,7939,Tapete De Yoga,Esportes,32.48,4,2024,6,20,Thursday,2,2024-06,129.92
TXN000900,2023-02-14,5339,Autoajuda,Livros,26.54,2,2023,2,14,Tuesday,1,2023-02,53.08
TXN000901,2023-07-03,6574,Toalha,Casa e Cozinha,174.23,4,2023,7,3,Monday,3,2023-07,696.92
TXN000902,2023-10-23,8019,Carregador,Eletrônicos,101.74,1,2023,10,23,Monday,4,2023-10,101.74
TXN000903,2024-09-29,7126,Teclado,Eletrônicos,403.80,4,2024,9,29,Sunday,3,2024-09,1615.20
TXN000904,2024-07-10,5506,Tênis De Corrida,Esportes,360.25,5,2024,7,10,Wednesday,3,2024-07,1801.25
TXN000905,2024-11-06,1958,Abajur,Casa e Cozinha,342.93,5,2024,11,6,Wednesday,4,2024-11,1714.65
TXN000906,2024-09-06,5012,Meias,Roupas,448.48,5,2024,9,6,Friday,3,2024-09,2242.40
TXN000907,2023-08-01,7924,Jaqueta,Roupas,412.37,3,2023,8,1,Tuesday,3,2023-08,1237.11
TXN000908,2023-02-07,4752,Smartwatch,Eletrônicos,716.54,1,2023,2,7,Tuesday,1,2023-02,716.54
TXN000909,2023-02-20,5554,Talheres,Casa e Cozinha,214.94,3,2023,2,20,Monday,1,2023-02,644.82
TXN000910,2024-09-17,8179,Tapete De Yoga,Esportes,243.32,5,2024,9,17,Tuesday,3,2024-09,1216.60
TXN000911,2024-01-04,9928,Smartwatch,Eletrônicos,1201.08,4,2024,1,4,Thursday,1,2024-01,4804.32
TXN000912,2023-03-11,1828,Luva De Boxe,Esportes,179.14,2,2023,3,11,Saturday,1,2023-03,358.28
TXN000913,2023-05-05,4923,Biografia,Livros,99.26,2,2023,5,5,Friday,2,2023-05,198.52
TXN000914,2024-09-18,4527,Fone De Ouvido,Eletrônicos,848.35,5,2024,9,18,Wednesday,3,2024-09,4241.75
TXN000915,2024-12-24,9727,Cortina,Casa e Cozinha,446.12,5,2024,12,24,Tuesday,4,2024-12,2230.60
TXN000916,2024-09-30,4899,Casaco,Roupas,229.34,4,2024,9,30,Monday,3,2024-09,917.36
TXN000917,2024-05-19,8019,Halter,Esportes,194.32,2,2024,5,19,Sunday,2,2024-05,388.64
TXN000918,2023-01-02,6820,Teclado,Eletrônicos,1899.48,1,2023,1,2,Monday,1,2023-01,1899.48
TXN000919,2023-08-01,5563,Liquidificador,Casa e Cozinha,613.25,5,2023,8,1,Tuesday,3,2023-08,3066.25
TXN000920,2024-10-14,8668,Tablet,Eletrônicos,323.22,3,2024,10,14,Monday,4,2024-10,969.66
TXN000921,2023-03-11,4295,História,Livros,132.24,1,2023,3,11,Saturday,1,2023-03,132.24
TXN000922,2024-12-03,4770,Biografia,Livros,80.80,5,2024,12,3,Tuesday,4,2024-12,404.00
TXN000923,2023-01-30,5040,Tênis,Roupas,449.39,4,2023,1,30,Monday,1,2023-01,1797.56
TXN000924,2024-04-30,9928,Casaco,Roupas,403.93,4,2024,4,30,Tuesday,2,2024-04,1615.72
TXN000925,2024-07-03,4608,Abajur,Casa e Cozinha,345.92,1,2024,7,3,Wednesday,3,2024-07,345.92
TXN000926,2024-06-17,9645,Garrafa Térmica,Esportes,37.92,1,2024,6,17,Monday,2,2024-06,37.92
TXN000927,2023-08-02,5956,História,Livros,51.27,2,2023,8,2,Wednesday,3,2023-08,102.54
TXN000928,2023-10-15,9279,Biografia,Livros,88.12,2,2023,10,15,Sunday,4,2023-10,176.24
TXN000929,2024-08-07,1887,Calça Jeans,Roupas,324.07,3,2024,8,7,Wednesday,3,2024-08,972.21
TXN000930,2024-12-23,8177,Smartwatch,Eletrônicos,552.88,4,2024,12,23,Monday,4,2024-12,2211.52
TXN000931,2023-09-01,7669,Toalha,Casa e Cozinha,120.09,3,2023,9,1,Friday,3,2023-09,360.27
TXN000932,2023-06-29,6977,Ficção Científica,Livros,127.72,1,2023,6,29,Thursday,2,2023-06,127.72
TXN000933,2024-03-30,4853,Teclado,Eletrônicos,1969.58,2,2024,3,30,Saturday,1,2024-03,3939.16
TXN000934,2023-07-14,1964,Toalha,Casa e Cozinha,425.30,2,2023,7,14,Friday,3,2023-07,850.60
TXN000935,2023-04-11,2343,Vestido,Roupas,102.41,4,2023,4,11,Tuesday,2,2023-04,409.64
TXN000936,2024-02-01,6183,Smartphone,Eletrônicos,581.00,1,2024,2,1,Thursday,1,2024-02,581.00
TXN000937,2024-12-04,5803,Aventura,Livros,17.48,1,2024,12,4,Wednesday,4,2024-12,17.48
TXN000938,2024-06-17,7537,Smartwatch,Eletrônicos,1832.88,2,2024,6,17,Monday,2,2024-06,3665.76
TXN000939,2023-11-25,3504,Meias,Roupas,76.52,3,2023,11,25,Saturday,4,2023-11,229.56
TXN000940,2024-03-27,6820,Autoajuda,Livros,92.83,1,2024,3,27,Wednesday,1,2024-03,92.83
TXN000941,2023-01-16,3170,Luva De Boxe,Esportes,182.58,3,2023,1,16,Monday,1,2023-01,547.74
TXN000942,2024-07-16,8397,Autoajuda,Livros,89.81,3,2024,7,16,Tuesday,3,2024-07,269.43
TXN000943,2024-08-10,9317,Calça Jeans,Roupas,332.68,3,2024,8,10,Saturday,3,2024-08,998.04
TXN000944,2024-07-07,4502,Carregador,Eletrônicos,1668.00,1,2024,7,7,Sunday,3,2024-07,1668.00
TXN000945,2023-04-19,7939,Fone De Ouvido,Eletrônicos,452.52,2,2023,4,19,Wednesday,2,2023-04,905.04
TXN000946,2024-12-22,7570,Garrafa Térmica,Esportes,31.32,2,2024,12,22,Sunday,4,2024-12,62.64
TXN000947,2024-12-31,7484,Teclado,Eletrônicos,316.93,1,2024,12,31,Tuesday,4,2024-12,316.93
TXN000948,2024-12-16,3536,Teclado,Eletrônicos,1805.04,4,2024,12,16,Monday,4,2024-12,7220.16
TXN000949,2024-04-26,8123,Jaqueta,Roupas,439.47,5,2024,4,26,Friday,2,2024-04,2197.35
TXN000950,2023-09-22,3167,Talheres,Casa e Cozinha,481.96,3,2023,9,22,Friday,3,2023-09,1445.88
TXN000951,2023-11-29,1035,Liquidificador,Casa e Cozinha,484.41,1,2023,11,29,Wednesday,4,2023-11,484.41
TXN000952,2023-12-26,1998,Talheres,Casa e Cozinha,535.38,3,2023,12,26,Tuesday,4,2023-12,1606.14
TXN000953,2024-09-10,9900,Calça Jeans,Roupas,104.18,1,2024,9,10,Tuesday,3,2024-09,104.18
TXN000954,2023-11-30,4492,Smartwatch,Eletrônicos,1833.10,4,2023,11,30,Thursday,4,2023-11,7332.40
TXN000955,2024-08-27,4006,Vestido,Roupas,221.01,4,2024,8,27,Tuesday,3,2024-08,884.04
TXN000956,2024-01-29,7224,Programação Em Python,Livros,66.72,5,2024,1,29,Monday,1,2024-01,333.60
TXN000957,2024-03-17,4872,Garrafa Térmica,Esportes,323.38,2,2024,3,17,Sunday,1,2024-03,646.76
TXN000958,2023-06-27,8527,Tênis De Corrida,Esportes,52.01,5,2023,6,27,Tuesday,2,2023-06,260.05
TXN000959,2024-04-19,4681,Luva De Boxe,Esportes,120.61,2,2024,4,19,Friday,2,2024-04,241.22
TXN000960,2023-11-12,4116,Fone De Ouvido,Eletrônicos,1489.17,5,2023,11,12,Sunday,4,2023-11,7445.85
TXN000961,2024-01-24,2049,Liquidificador,Casa e Cozinha,75.41,2,2024,1,24,Wednesday,1,2024-01,150.82
TXN000962,2024-08-17,2824,Jaqueta,Roupas,262.90,3,2024,8,17,Saturday,3,2024-08,788.70
TXN000963,2024-02-04,5956,Cama,Casa e Cozinha,203.83,3,2024,2,4,Sunday,1,2024-02,611.49
TXN000964,2023-11-03,5669,Biografia,Livros,67.55,3,2023,11,3,Friday,4,2023-11,202.65
TXN000965,2023-04-02,5905,Mouse,Eletrônicos,612.95,3,2023,4,2,Sunday,2,2023-04,1838.85
TXN000966,2023-03-05,8749,Bola De Futebol,Esportes,229.51,1,2023,3,5,Sunday,1,2023-03,229.51
TXN000967,2024-07-27,8953,Smartwatch,Eletrônicos,1452.14,2,2024,7,27,Saturday,3,2024-07,2904.28
TXN000968,2024-03-18,1993,Biografia,Livros,55.11,4,2024,3,18,Monday,1,2024-03,220.44
TXN000969,2024-07-12,8668,Casaco,Roupas,291.87,5,2024,7,12,Friday,3,2024-07,1459.35
TXN000970,2024-01-29,4510,Talheres,Casa e Cozinha,386.08,2,2024,1,29,Monday,1,2024-01,772.16
TXN000971,2023-05-18,3286,Smartphone,Eletrônicos,1344.16,4,2023,5,18,Thursday,2,2023-05,5376.64
TXN000972,2024-11-04,3724,Calça Jeans,Roupas,469.68,4,2024,11,4,Monday,4,2024-11,1878.72
TXN000973,2024-04-11,2604,Tapete De Yoga,Esportes,446.23,4,2024,4,11,Thursday,2,2024-04,1784.92
TXN000974,2024-07-19,3697,Cortina,Casa e Cozinha,179.80,4,2024,7,19,Friday,3,2024-07,719.20
TXN000975,2024-09-11,5012,Tênis De Corrida,Esportes,42.93,2,2024,9,11,Wednesday,3,2024-09,85.86
TXN000976,2024-12-30,4044,Biografia,Livros,50.41,5,2024,12,30,Monday,4,2024-12,252.05
TXN000977,2024-01-11,4257,Teclado,Eletrônicos,1210.40,1,2024,1,11,Thursday,1,2024-01,1210.40
TXN000978,2024-08-17,6138,Carregador,Eletrônicos,150.28,5,2024,8,17,Saturday,3,2024-08,751.40
TXN000979,2023-10-14,8973,Luva De Boxe,Esportes,310.41,5,2023,10,14,Saturday,4,2023-10,1552.05
TXN000980,2023-04-01,9317,Jogo De Panelas,Casa e Cozinha,481.51,5,2023,4,1,Saturday,2,2023-04,2407.55
TXN000981,2024-08-16,7537,Bola De Futebol,Esportes,217.19,5,2024,8,16,Friday,3,2024-08,1085.95
TXN000982,2023-01-12,4111,Cafeteira,Casa e Cozinha,619.02,3,2023,1,12,Thursday,1,2023-01,1857.06
TXN000983,2024-03-07,9423,Data Science,Livros,29.39,5,2024,3,7,Thursday,1,2024-03,146.95
TXN000984,2023-11-08,2127,Ficção Científica,Livros,25.14,5,2023,11,8,Wednesday,4,2023-11,125.70
TXN000985,2023-06-23,8179,Smartwatch,Eletrônicos,1469.97,5,2023,6,23,Friday,2,2023-06,7349.85
TXN000986,2023-01-28,2133,Jogo De Panelas,Casa e Cozinha,401.44,1,2023,1,28,Saturday,1,2023-01,401.44
TXN000987,2023-10-12,7126,Meias,Roupas,350.43,3,2023,10,12,Thursday,4,2023-10,1051.29
TXN000988,2023-01-15,6977,Tapete De Yoga,Esportes,275.03,2,2023,1,15,Sunday,1,2023-01,550.06
TXN000989,2024-11-05,7570,Autoajuda,Livros,48.26,2,2024,11,5,Tuesday,4,2024-11,96.52
TXN000990,2024-05-11,8019,Bola De Futebol,Esportes,495.98,1,2024,5,11,Saturday,2,2024-05,495.98
TXN000991,2023-05-29,5386,Abajur,Casa e Cozinha,641.54,2,2023,5,29,Monday,2,2023-05,1283.08
TXN000992,2024-11-07,8956,Vestido,Roupas,353.45,3,2024,11,7,Thursday,4,2024-11,1060.35
TXN000993,2023-02-25,9005,Smartphone,Eletrônicos,580.68,4,2023,2,25,Saturday,1,2023-02,2322.72
TXN000994,2024-05-02,7932,Cama,Casa e Cozinha,476.28,4,2024,5,2,Thursday,2,2024-05,1905.12
TXN000995,2024-04-30,6310,Boné,Roupas,193.27,4,2024,4,30,Tuesday,2,2024-04,773.08
TXN000996,2024-01-27,8177,Bola De Futebol,Esportes,77.66,5,2024,1,27,Saturday,1,2024-01,388.30
TXN000997,2024-10-14,4899,Toalha,Casa e Cozinha,734.68,3,2024,10,14,Monday,4,2024-10,2204.04
TXN000998,2023-04-11,3646,Mochila,Esportes,103.67,2,2023,4,11,Tuesday,2,2023-04,207.34
TXN000999,2024-11-19,2489,Garrafa Térmica,Esportes,571.39,2,2024,11,19,Tuesday,4,2024-11,1142.78
TXN001000,2023-11-17,8508,Smartphone,Eletrônicos,919.71,1,2023,11,17,Friday,4,2023-11,919.71
TXN001001,2024-02-26,5741,Luva De Boxe,Esportes,131.45,3,2024,2,26,Monday,1,2024-02,394.35
TXN001002,2023-08-13,8962,Programação Em Python,Livros,88.16,5,2023,8,13,Sunday,3,2023-08,440.80
TXN001003,2023-04-05,4527,Halter,Esportes,526.94,1,2023,4,5,Wednesday,2,2023-04,526.94
TXN001004,2024-12-26,4432,Carregador,Eletrônicos,1477.84,5,2024,12,26,Thursday,4,2024-12,7389.20
TXN001005,2023-07-09,8428,Meias,Roupas,407.15,1,2023,7,9,Sunday,3,2023-07,407.15
TXN001006,2024-10-16,1035,Biografia,Livros,103.94,3,2024,10,16,Wednesday,4,2024-10,311.82
TXN001007,2023-09-21,4483,Smartwatch,Eletrônicos,1399.94,4,2023,9,21,Thursday,3,2023-09,5599.76
TXN001008,2024-02-02,4770,Smartwatch,Eletrônicos,1705.93,3,2024,2,2,Friday,1,2024-02,5117.79
TXN001009,2023-07-02,8956,Teclado,Eletrônicos,536.85,2,2023,7,2,Sunday,3,2023-07,1073.70
